Merged
49,ashraf,khalid,ashraf.khalid@gmail.com,25/02/1994,male,1555467780,30011824334567,12500,oncall_doctor,17,11/10/2025,active
50,wael,radwan,wael.radwan@gmail.com,28/11/1993,male,1514867760,30011284339767,12500,oncall_doctor,17,10/10/2025,active
51,ameer,mohamed,ameer.mohamed@gmail.com,28/05/1992,male,1553221780,30011284371567,12500,oncall_doctor,17,19/10/2025,active
52,saed,nour,saed.nour@gmail.com,21/12/1993,male,1593067180,30011284554567,12500,oncall_doctor,17,18/10/2025,active
53,adham,elsharkawy,adham.elsharkawy@gmail.com,30/06/1994,male,1059867210,30011284334521,12500,oncall_doctor,17,17/10/2025,active
54,ramy,radwan,ramy.radwan@gmail.com,28/11/1994,male,1559867780,30011284334567,12500,oncall_doctor,17,16/10/2025,active
55,ahmed,elgohary,ahmed.elgohary@gmail.com,02/11/1978,male,1011479344,27811021234567,25000,Anesthesiologist,11,15/10/2025,active
56,mohamed,elshazly,mohamed.elshazly@gmail.com,15/04/1980,male,1228434455,28004151234567,25000,Anesthesiologist,11,14/10/2025,active
57,samira,omar,samira.omar@gmail.com,30/09/1982,female,1237935566,28209301234567,25000,Anesthesiologist,11,13/10/2025,active
58,yassin,nafie,yassin.nafie@gmail.com,21/06/1979,male,1544546677,27906211234567,25000,Anesthesiologist,11,12/10/2025,active
59,karim,elmasry,karim.elmasry@gmail.com,08/02/1985,male,1055643787,28502081234567,25000,Anesthesiologist,11,11/10/2025,active
60,sara,mostafa,sara.mostafa@gmail.com,17/05/1994,female,1069714890,29405171234567,9000,Receptionist,15,10/10/2025,active
61,mai,hamdy,mai.hamdy@gmail.com,09/11/1996,female,1176389901,29611091234567,8800,Receptionist,15,19/10/2025,active
62,ahmed,samir,ahmed.samir@gmail.com,23/02/1992,male,1284790012,29202231234567,9200,Receptionist,15,18/10/2025,active
63,marwa,hassan,marwa.hassan@gmail.com,12/07/1988,female,1018227894,28807121234567,14500,Pharmacist,12,17/10/2025,active
64,mostafa,adel,mostafa.adel@gmail.com,28/03/1990,male,1136334455,29003281234567,15000,Pharmacist,12,16/10/2025,active
65,yara,ahmed,yara.ahmed@gmail.com,05/09/1993,female,1233498766,29309051234567,13800,Pharmacist,12,15/10/2025,active
66,ahmed,farouk,ahmed.farouk@gmail.com,14/06/1985,male,1055997418,28506141234567,16000,Lab Doctor,13,14/10/2025,active
67,nesma,ibrahim,nesma.ibrahim@gmail.com,22/01/1989,female,1163578899,28901221234567,15500,Lab Doctor,13,13/10/2025,active
68,khaled,hany,khaled.hany@gmail.com,03/10/1991,male,1277841900,29110031234567,15000,Lab Doctor,13,12/10/2025,active
69,eman,shawky,eman.shawky@gmail.com,11/04/1987,female,1055445926,28704111234567,15800,Radio Doctor,14,11/10/2025,active
70,mohamed,rafat,mohamed.rafat@gmail.com,25/08/1984,male,1144571677,28408251234567,16500,Radio Doctor,14,10/10/2025,active
71,salma,maher,salma.maher@gmail.com,07/12/1992,female,1255637788,29212071234567,15200,Radio Doctor,14,19/10/2025,active
72,asmaa,ali,asmaa.ali@gmail.com,14/03/1995,female,1011196223,29503141234567,7000,House Keeping,16,18/10/2025,active
73,eman,samir,eman.samir@gmail.com,22/07/1994,female,1122282334,29407221234567,7200,House Keeping,16,17/10/2025,active
74,shimaa,hassan,shimaa.hassan@gmail.com,05/11/1996,female,1233367445,29611051234567,7000,House Keeping,16,16/10/2025,active
75,doaa,mahmoud,doaa.mahmoud@gmail.com,29/01/1993,female,1044874556,29301291234567,7100,House Keeping,16,15/10/2025,active
76,mai,mostafa,mai.mostafa@gmail.com,18/06/1992,female,1157398667,29206181234567,7300,House Keeping,16,14/10/2025,active
77,radwa,ibrahim,radwa.ibrahim@gmail.com,23/09/1997,female,1266620778,29709231234567,7300,House Keeping,16,13/10/2025,active
78,shaimaa,adel,shaimaa.adel@gmail.com,02/12/1995,female,1077723889,29512021234567,7000,House Keeping,16,12/10/2025,active
79,fatma,hamdy,fatma.hamdy@gmail.com,17/02/1991,female,1188865990,29102171234567,7400,House Keeping,16,11/10/2025,active
80,yasmin,khaled,yasmin.khaled@gmail.com,11/08/1993,female,1295990001,29308111234567,7100,House Keeping,16,10/10/2025,active
81,tamer,samir,tamer.samir@gmail.com,23/05/1988,male,1025258525,29308123235468,25000,Anesthesiologist,11,19/10/2025,active
82,wael,fawzy,wael.fawzy@gmail.com,21/03/1985,male,1019568759,29412568656985,25000,consultant_doctor,1,18/10/2025,active
83,aya,ahmed,aya.ahmed@gmail.com,12/05/1988,female,1235636895,29422636552365,25000,consultant_doctor,2,17/10/2025,active
84,amira,mohamed,amira.mohamed@gmail.com,15/03/1987,female,1123256985,29812232636554,25000,consultant_doctor,3,16/10/2025,active
85,mostafa,saad,mostafa.saad@gmail.com,17/04/1986,male,1023552268,29822655265254,25000,consultant_doctor,4,15/10/2025,active
86,khalid,younes,khalid.younes@gmail.com,02/01/1989,male,1245959525,29852252365236,25000,consultant_doctor,5,14/10/2025,active
87,mohamed,medhat,mohamed.medhat@gmail.com,14/03/1988,male,1023526658,29822356562695,25000,consultant_doctor,6,13/10/2025,active
88,mohamed,abdelhamid,mohamed.abdelhamid@gmail.com,19/06/1989,male,1263652535,29852324515845,25000,consultant_doctor,7,12/10/2025,active
89,tarek,hamid,tarek.hamed@gmail.com,12/02/1987,male,1147525658,29823222321254,25000,consultant_doctor,8,11/10/2025,active
90,seif,tarek,seif.tarek@gmail.com,12/01/1987,male,1022635663,29822125458158,25000,consultant_doctor,9,10/10/2025,active
91,nora,salah,nora.salah@gmail.com,15/07/1993,female,1245685236,28922232233535,9000,nurse,10,19/10/2025,active
92,alaa,mohamed,alaa.mohamed@gmai.com,13/12/1995,female,1235528528,29822352365847,9000,nurse,10,18/10/2025,active
93,mirna,kamel,mirna.kamel@gmail.com,17/05/1998,female,1123656523,29823652365268,8800,nurse,10,17/10/2025,active
94,yousrya,mohamed,yousrya.mohamed@gmail.com,22/02/1990,female,1523523524,29823352655125,8600,nurse,10,16/10/2025,active
95,heba,osama,heba.osama@gmail.com,14/01/1999,female,1523659594,29752235626523,8400,nurse,10,15/10/2025,active
96,mariam,mohamed,mariam.mohamed@gmail.com,12/03/1998,female,1235685848,29822565458823,8600,nurse,10,14/10/2025,active
97,Mostafa,Mohamed,mostafa@example.com,01/01/1990,Male,1023654789,29823654789632,15000,nurse,10,19/10/2025,Active
98,ahmed,Mohamed,mostafa1@example.com,01/01/1990,Male,1023653189,29823653187632,15000,nurse,10,19/10/2025,Inactive
99,tamer,Mohamed,tamer@example.com,01/01/1990,Male,1023994789,29823654119632,15000,nurse,10,19/10/2025,Inactive
100,farid,eldeeb,farid.eldeeb@gmail.com,15/01/1992,Male,1010654489,29821152287632,17000,oncall_doctor,17,20/10/2025,Inactive
101,islam,safwat,islam.safwat@gmail.com,15/01/1992,Male,1010654984,29823352287632,15000,oncall_doctor,17,20/10/2025,Active
102,ashraf,sobhy,ashraf@example.com,10/03/1995,Male,1015545678,1234555890,8000,oncall_doctor,17,20/10/2025,Active
103,samy,elsayed,samy@example.com,10/03/1995,Male,1011145678,1234665890,15000,oncall_doctor,17,20/10/2025,Inactive
104,saad,Mohamed,saad@example.com,01/01/1990,Male,1023654889,29823652287623,15000,nurse,10,20/10/2025,Active
