91,nora,salah,nora.salah@gmail.com,15/07/1993,female,01245685236,28922232233535,nurse,19/10/2025,active,9000,10
92,alaa,mohamed,alaa.mohamed@gmai.com,13/12/1995,female,01235528528,29822352365847,nurse,18/10/2025,active,9000,10
93,mirna,kamel,mirna.kamel@gmail.com,17/05/1998,female,01123656523,29823652365268,nurse,17/10/2025,active,8800,10
94,yousrya,mohamed,yousrya.mohamed@gmail.com,22/02/1990,female,01523523524,29823352655125,nurse,16/10/2025,active,8600,10
95,heba,osama,heba.osama@gmail.com,14/01/1999,female,01523659594,29752235626523,nurse,15/10/2025,active,8400,10
96,mariam,mohamed,mariam.mohamed@gmail.com,12/03/1998,female,01235685848,29822565458823,nurse,14/10/2025,active,8600,10
97,Mostafa,Mohamed,mostafa@example.com,01/01/1990,Male,01023654789,29823654789632,nurse,19/10/2025,Active,15000,10
98,ahmed,Mohamed,mostafa1@example.com,01/01/1990,Male,01023653189,29823653187632,nurse,19/10/2025,Inactive,15000,10
99,tamer,Mohamed,tamer@example.com,01/01/1990,Male,01023994789,29823654119632,nurse,19/10/2025,Inactive,15000,10
100,farid,eldeeb,farid.eldeeb@gmail.com,15/01/1992,Male,01010654489,29821152287632,oncall_doctor,20/10/2025,Inactive,17000,17
101,islam,safwat,islam.safwat@gmail.com,15/01/1992,Male,01010654984,29823352287632,oncall_doctor,20/10/2025,Active,15000,17
102,ashraf,sobhy,ashraf@example.com,10/03/1995,Male,01015545678,1234555890,oncall_doctor,20/10/2025,Active,8000,17
103,samy,elsayed,samy@example.com,10/03/1995,Male,01011145678,1234665890,oncall_doctor,20/10/2025,Inactive,15000,17
104,saad,Mohamed,saad@example.com,01/01/1990,Male,01023654889,29823652287623,nurse,20/10/2025,Active,15000,10
